,ELECTION_DATE,SMD,CANDIDATE,VOTES,WARD
0,2012-11-06,1A01,LISA KRALOVIC,374,1
1,2012-11-06,1A01,WRITE-IN,24,1
2,2012-11-06,1A02,ALEXANDER GALLO,295,1
3,2012-11-06,1A02,VICKEY A. WRIGHT-SMITH,432,1
4,2012-11-06,1A02,WRITE-IN,11,1
5,2012-11-06,1A03,STEVE SWANK,406,1
6,2012-11-06,1A03,WRITE-IN,36,1
7,2012-11-06,1A04,LAINA AQUILINE,430,1
8,2012-11-06,1A04,SENTAMU KIREMERWA,120,1
9,2012-11-06,1A04,WRITE-IN,18,1
10,2012-11-06,1A05,KEVIN HOLMES,440,1
11,2012-11-06,1A05,WRITE-IN,16,1
12,2012-11-06,1A06,KEVIN E. CLINESMITH,87,1
13,2012-11-06,1A06,PATRICK W. FLYNN,411,1
14,2012-11-06,1A06,"WILLIAM ""BILL"" BROWN JR.",218,1
15,2012-11-06,1A06,WRITE-IN,9,1
16,2012-11-06,1A07,THOMAS BOISVERT,633,1
17,2012-11-06,1A07,WRITE-IN,44,1
18,2012-11-06,1A08,KENT C. BOESE,852,1
19,2012-11-06,1A08,WRITE-IN,14,1
20,2012-11-06,1A09,BOBBY HOLMES,495,1
21,2012-11-06,1A09,WRITE-IN,37,1
22,2012-11-06,1A10,ANTHONY CIMINO,554,1
23,2012-11-06,1A10,"LENWOOD ""LENNY"" JOHNSON",250,1
24,2012-11-06,1A10,WRITE-IN,6,1
25,2012-11-06,1A11,DOTTI LOVE WADE,429,1
26,2012-11-06,1A11,MIRIAM Z. SAVAD,205,1
27,2012-11-06,1A11,WRITE-IN,16,1
28,2012-11-06,1A12,ROSALIND M. GILLIAM,322,1
29,2012-11-06,1A12,WRITE-IN,10,1
30,2012-11-06,1A12,ZACH TEUTSCH,233,1
31,2012-11-06,1B01,MARC MORGAN,655,1
32,2012-11-06,1B01,WRITE-IN,24,1
33,2012-11-06,1B02,JEREMY C. LEFFLER,797,1
34,2012-11-06,1B02,WRITE-IN,47,1
35,2012-11-06,1B03,SEDRICK MUHAMMAD,541,1
36,2012-11-06,1B03,WRITE-IN,32,1
37,2012-11-06,1B04,DEBORAH R. THOMAS,713,1
38,2012-11-06,1B04,WRITE-IN,50,1
39,2012-11-06,1B05,RICARDO A. REINOSO,566,1
40,2012-11-06,1B05,WRITE-IN,20,1
41,2012-11-06,1B06,DYANA FORESTER,628,1
42,2012-11-06,1B06,WRITE-IN,27,1
43,2012-11-06,1B07,JUAN E. LOPEZ,397,1
44,2012-11-06,1B07,WRITE-IN,22,1
45,2012-11-06,1B08,EMILY WASHINGTON,640,1
46,2012-11-06,1B08,WRITE-IN,34,1
47,2012-11-06,1B09,JAMES A. TURNER,555,1
48,2012-11-06,1B09,WRITE-IN,61,1
49,2012-11-06,1B10,TONY NORMAN,307,1
50,2012-11-06,1B10,WRITE-IN,17,1
51,2012-11-06,1B11,E. GAIL ANDERSON HOLNESS,404,1
52,2012-11-06,1B11,WRITE-IN,9,1
53,2012-11-06,1B12,DAN WITTELS,98,1
54,2012-11-06,1B12,ERLING (ERL) BAILEY,168,1
55,2012-11-06,1B12,JOHN C. GREEN,295,1
56,2012-11-06,1B12,WRITE-IN,16,1
57,2012-11-06,1B12,ZAHRA JILANI,329,1
58,2012-11-06,1C01,BRIAN HART,420,1
59,2012-11-06,1C01,ERIC CLIFTON,159,1
60,2012-11-06,1C01,JOSEPH MEIER,257,1
61,2012-11-06,1C01,WRITE-IN,11,1
62,2012-11-06,1C02,"MARTIS ""MARTY"" DAVIS",761,1
63,2012-11-06,1C02,WRITE-IN,58,1
64,2012-11-06,1C03,JOSE SUEIRO,259,1
65,2012-11-06,1C03,TED GUTHRIE,511,1
66,2012-11-06,1C03,WRITE-IN,25,1
67,2012-11-06,1C04,GABRIELA MOSSI,879,1
68,2012-11-06,1C04,WRITE-IN,21,1
69,2012-11-06,1C05,ELHAM DEHBOZORGI,715,1
70,2012-11-06,1C05,WRITE-IN,35,1
71,2012-11-06,1C06,RAYMOND MOSLEY,183,1
72,2012-11-06,1C06,WILLIAM (BILLY) SIMPSON,494,1
73,2012-11-06,1C06,WRITE-IN,20,1
74,2012-11-06,1C07,WILSON REYNOLDS,647,1
75,2012-11-06,1C07,WRITE-IN,37,1
76,2012-11-06,1C08,JIMMY R. ROCK,708,1
77,2012-11-06,1C08,WRITE-IN,28,1
78,2012-11-06,1D01,FRANK O. AGBRO,368,1
79,2012-11-06,1D01,WRITE-IN,11,1
80,2012-11-06,1D01,YASMIN ROMERO-CASTILLO,466,1
81,2012-11-06,1D02,ADAM HOEY,464,1
82,2012-11-06,1D02,WRITE-IN,25,1
83,2012-11-06,1D03,JACK MCKAY,856,1
84,2012-11-06,1D03,WRITE-IN,58,1
85,2012-11-06,1D04,PHIL GREINER,473,1
86,2012-11-06,1D04,WRITE-IN,20,1
87,2012-11-06,1D05,ARTURO GRIFFITHS,370,1
88,2012-11-06,1D05,CHINA TERRELL,540,1
89,2012-11-06,1D05,WRITE-IN,20,1
90,2012-11-06,2A01,DAVID M. LEHRMAN,70,2
91,2012-11-06,2A01,PATRICK KENNEDY,162,2
92,2012-11-06,2A01,WRITE-IN,6,2
93,2012-11-06,2A02,REBECCA CODER,505,2
94,2012-11-06,2A02,WRITE-IN,9,2
95,2012-11-06,2A03,ASHER CORSON,436,2
96,2012-11-06,2A03,WRITE-IN,27,2
97,2012-11-06,2A04,ARMANDO IRIZARRY,452,2
98,2012-11-06,2A04,WRITE-IN,10,2
99,2012-11-06,2A05,GRAHAM MICHAEL GALKA,243,2
100,2012-11-06,2A05,WRITE-IN,8,2
101,2012-11-06,2A06,FLORENCE HARMON,386,2
102,2012-11-06,2A06,WRITE-IN,11,2
103,2012-11-06,2A07,JACKSON CARNES,190,2
104,2012-11-06,2A07,WRITE-IN,10,2
105,2012-11-06,2A08,WRITE-IN,47,2
106,2012-11-06,2B01,MIKE FELDSTEIN,631,2
107,2012-11-06,2B01,WRITE-IN,16,2
108,2012-11-06,2B02,KEVIN O'CONNOR,512,2
109,2012-11-06,2B02,WRITE-IN,7,2
110,2012-11-06,2B03,BEVAN MACE,113,2
111,2012-11-06,2B03,STEPHANIE MALTZ,483,2
112,2012-11-06,2B03,WRITE-IN,16,2
113,2012-11-06,2B04,KISHAN PUTTA,563,2
114,2012-11-06,2B04,MARTIN ESPINOZA,107,2
115,2012-11-06,2B04,STEPHANIE SHERIDAN,229,2
116,2012-11-06,2B04,WRITE-IN,10,2
117,2012-11-06,2B05,VICTOR WEXLER,530,2
118,2012-11-06,2B05,WRITE-IN,112,2
119,2012-11-06,2B06,MIKE SILVERSTEIN,586,2
120,2012-11-06,2B06,WRITE-IN,15,2
121,2012-11-06,2B07,LEO DWYER,735,2
122,2012-11-06,2B07,WRITE-IN,52,2
123,2012-11-06,2B08,WILL STEPHENS,798,2
124,2012-11-06,2B08,WRITE-IN,18,2
125,2012-11-06,2B09,NOAH SMITH,743,2
126,2012-11-06,2B09,WRITE-IN,28,2
127,2012-11-06,2C01,JOHN TINPE,357,2
128,2012-11-06,2C01,WRITE-IN,13,2
129,2012-11-06,2C02,HAROLD A. CLOSTER,499,2
130,2012-11-06,2C02,WRITE-IN,11,2
131,2012-11-06,2C03,KEVIN WILSEY,521,2
132,2012-11-06,2C03,WRITE-IN,9,2
133,2012-11-06,2D01,DAVID R. BENDER,513,2
134,2012-11-06,2D01,WRITE-IN,15,2
135,2012-11-06,2D02,ERIC LAMAR,447,2
136,2012-11-06,2D02,WRITE-IN,13,2
137,2012-11-06,2E01,ED SOLOMON,543,2
138,2012-11-06,2E01,WRITE-IN,20,2
139,2012-11-06,2E02,RON LEWIS,477,2
140,2012-11-06,2E02,WRITE-IN,19,2
141,2012-11-06,2E03,JEFFREY JONES,446,2
142,2012-11-06,2E03,WRITE-IN,21,2
143,2012-11-06,2E04,WRITE-IN,10,2
144,2012-11-06,2E05,BILL STARRELS,335,2
145,2012-11-06,2E05,WRITE-IN,16,2
146,2012-11-06,2E06,TOM BIRCH,643,2
147,2012-11-06,2E06,WRITE-IN,17,2
148,2012-11-06,2E07,"CHARLES F. EASON,  JR.",555,2
149,2012-11-06,2E07,WRITE-IN,23,2
150,2012-11-06,2E08,PETER PRINDIVILLE,243,2
151,2012-11-06,2E08,WRITE-IN,16,2
152,2012-11-06,2F01,PETER LALLAS,707,2
153,2012-11-06,2F01,WRITE-IN,35,2
154,2012-11-06,2F02,ADAM L. STEMPEL,290,2
155,2012-11-06,2F02,JAMES BAKER,89,2
156,2012-11-06,2F02,WALT CAIN,335,2
157,2012-11-06,2F02,WRITE-IN,8,2
158,2012-11-06,2F03,CHRIS LINN,776,2
159,2012-11-06,2F03,WRITE-IN,29,2
160,2012-11-06,2F04,JOEL HEISEY,321,2
161,2012-11-06,2F04,JOHN FANNING,359,2
162,2012-11-06,2F04,WRITE-IN,12,2
163,2012-11-06,2F05,JIM LAMARE,506,2
164,2012-11-06,2F05,WRITE-IN,16,2
165,2012-11-06,2F06,GREG MELCHER,679,2
166,2012-11-06,2F06,WRITE-IN,18,2
167,2012-11-06,2F07,MATT RAYMOND,470,2
168,2012-11-06,2F07,WRITE-IN,16,2
169,2012-11-06,2F08,HOWARD S. MARKS,240,2
170,2012-11-06,2F08,MATTHEW CONNOLLY,283,2
171,2012-11-06,2F08,WRITE-IN,12,2
172,2012-11-06,3B01,JOE FIORILLO,673,3
173,2012-11-06,3B01,WRITE-IN,14,3
174,2012-11-06,3B02,JACKIE BLUMENTHAL,622,3
175,2012-11-06,3B02,WRITE-IN,28,3
176,2012-11-06,3B03,CHARLES CINQUE FULWOOD,660,3
177,2012-11-06,3B03,WRITE-IN,27,3
178,2012-11-06,3B04,MARY C. YOUNG,801,3
179,2012-11-06,3B04,WRITE-IN,23,3
180,2012-11-06,3B05,BRIAN A. COHEN,692,3
181,2012-11-06,3B05,WRITE-IN,41,3
182,2012-11-06,3C01,LEE BRIAN REBA,781,3
183,2012-11-06,3C01,WRITE-IN,23,3
184,2012-11-06,3C02,GWENDOLYN BOLE,546,3
185,2012-11-06,3C02,PETER W. BRUSOE,196,3
186,2012-11-06,3C02,WRITE-IN,9,3
187,2012-11-06,3C03,JEFFREY KALIEL,471,3
188,2012-11-06,3C03,KEVIN MICHAEL WHEATLEY,313,3
189,2012-11-06,3C03,WRITE-IN,28,3
190,2012-11-06,3C04,RICHARD STEACY,594,3
191,2012-11-06,3C04,WRITE-IN,21,3
192,2012-11-06,3C05,MARGARET A. SIEGEL,856,3
193,2012-11-06,3C05,WRITE-IN,30,3
194,2012-11-06,3C06,CARL ROLLER,757,3
195,2012-11-06,3C06,WRITE-IN,27,3
196,2012-11-06,3C07,VICTOR SILVEIRA,654,3
197,2012-11-06,3C07,WRITE-IN,22,3
198,2012-11-06,3C08,CATHERINE MAY,687,3
199,2012-11-06,3C08,WRITE-IN,32,3
200,2012-11-06,3C09,NANCY J. MACWOOD,755,3
201,2012-11-06,3C09,WRITE-IN,29,3
202,2012-11-06,3D01,KENT SLOWINSKI,531,3
203,2012-11-06,3D01,MICHAEL MAZZUCHI,419,3
204,2012-11-06,3D01,WRITE-IN,7,3
205,2012-11-06,3D02,TOM SMITH,429,3
206,2012-11-06,3D02,WRITE-IN,19,3
207,2012-11-06,3D03,NAN S. WELLS,619,3
208,2012-11-06,3D03,WRITE-IN,24,3
209,2012-11-06,3D04,STU ROSS,721,3
210,2012-11-06,3D04,WRITE-IN,36,3
211,2012-11-06,3D05,JAMESON FREEMAN,178,3
212,2012-11-06,3D05,W. PHILIP THOMAS,355,3
213,2012-11-06,3D05,WRITE-IN,50,3
214,2012-11-06,3D06,WRITE-IN,193,3
215,2012-11-06,3D07,WRITE-IN,54,3
216,2012-11-06,3D08,MICHAEL GOLD,473,3
217,2012-11-06,3D08,WRITE-IN,32,3
218,2012-11-06,3D09,GAYLE TROTTER,686,3
219,2012-11-06,3D09,KERRON PURCHESS,51,3
220,2012-11-06,3D09,WRITE-IN,12,3
221,2012-11-06,3D10,JOE WISNIEWSKI,165,3
222,2012-11-06,3D10,SILVIA LUCERO,88,3
223,2012-11-06,3D10,WRITE-IN,0,3
224,2012-11-06,3E01,ELIZABETH S. HAILE,719,3
225,2012-11-06,3E01,WRITE-IN,35,3
226,2012-11-06,3E02,MATTHEW FRUMIN,804,3
227,2012-11-06,3E02,WRITE-IN,24,3
228,2012-11-06,3E03,JONATHAN BENDER,688,3
229,2012-11-06,3E03,WRITE-IN,41,3
230,2012-11-06,3E04,TOM QUINN,767,3
231,2012-11-06,3E04,WRITE-IN,48,3
232,2012-11-06,3E05,SAMUEL J. SEREBIN,474,3
233,2012-11-06,3E05,WRITE-IN,43,3
234,2012-11-06,3F01,ADAM SCOTT TOPE,604,3
235,2012-11-06,3F01,WRITE-IN,17,3
236,2012-11-06,3F02,KAREN LEE PERRY,665,3
237,2012-11-06,3F02,WRITE-IN,21,3
238,2012-11-06,3F03,MARY BETH RAY,746,3
239,2012-11-06,3F03,WRITE-IN,36,3
240,2012-11-06,3F04,"JOHN WILSON, JR.",103,3
241,2012-11-06,3F04,SALLY W. GRESHAM,440,3
242,2012-11-06,3F04,WRITE-IN,7,3
243,2012-11-06,3F05,MANOLIS R. PRINIOTAKIS,581,3
244,2012-11-06,3F05,MEGAN N. ROSAN,226,3
245,2012-11-06,3F05,WRITE-IN,5,3
246,2012-11-06,3F06,DAVID SOLORZANO LOWELL,661,3
247,2012-11-06,3F06,WRITE-IN,35,3
248,2012-11-06,3F07,BOB SUMMERSGILL,703,3
249,2012-11-06,3F07,WRITE-IN,16,3
250,2012-11-06,3G01,"CAROLYN ""CALLIE"" COOK",898,3
251,2012-11-06,3G01,WRITE-IN,18,3
252,2012-11-06,3G02,GARY THOMPSON,790,3
253,2012-11-06,3G02,WRITE-IN,30,3
254,2012-11-06,3G03,RANDY SPECK,702,3
255,2012-11-06,3G03,WRITE-IN,30,3
256,2012-11-06,3G04,ALLEN E. BEACH,824,3
257,2012-11-06,3G04,WRITE-IN,33,3
258,2012-11-06,3G05,DAVID ENGEL,822,3
259,2012-11-06,3G05,WRITE-IN,38,3
260,2012-11-06,3G06,JIM MCCARTHY,680,3
261,2012-11-06,3G06,WRITE-IN,16,3
262,2012-11-06,3G07,HENRY GRIFFIN,277,3
263,2012-11-06,3G07,JONATHAN T. CHU,248,3
264,2012-11-06,3G07,SANDRA THOMAS,214,3
265,2012-11-06,3G07,WRITE-IN,6,3
266,2012-11-06,4A01,WRITE-IN,185,4
267,2012-11-06,4A02,DWAYNE M. TOLIVER,1113,4
268,2012-11-06,4A02,WRITE-IN,26,4
269,2012-11-06,4A03,"STEPHEN A. ""STEVE"" WHATLEY",680,4
270,2012-11-06,4A03,WRITE-IN,8,4
271,2012-11-06,4A04,MARIAN C. BENNETT,763,4
272,2012-11-06,4A04,WRITE-IN,20,4
273,2012-11-06,4A05,WRITE-IN,62,4
274,2012-11-06,4A06,KARRYE Y. BRAXTON,416,4
275,2012-11-06,4A06,WRITE-IN,10,4
276,2012-11-06,4A07,DAVE WILSON,663,4
277,2012-11-06,4A07,WRITE-IN,16,4
278,2012-11-06,4A08,GALE BLACK,1018,4
279,2012-11-06,4A08,WRITE-IN,25,4
280,2012-11-06,4B01,"CHARLES E. ONWUCHE, JR.",203,4
281,2012-11-06,4B01,SARA GREEN,766,4
282,2012-11-06,4B01,WRITE-IN,10,4
283,2012-11-06,4B02,FAITH E. WHEELER,835,4
284,2012-11-06,4B02,WRITE-IN,33,4
285,2012-11-06,4B03,FRED GRANT,964,4
286,2012-11-06,4B03,WRITE-IN,22,4
287,2012-11-06,4B04,BRENDA DAWSON PARKS,601,4
288,2012-11-06,4B04,GERALD LONG SAZON JR,158,4
289,2012-11-06,4B04,JAMES J. SYDNOR,238,4
290,2012-11-06,4B04,WRITE-IN,20,4
291,2012-11-06,4B05,BRENDA SPEAKS,666,4
292,2012-11-06,4B05,WRITE-IN,23,4
293,2012-11-06,4B06,RONALD (RON) AUSTIN,912,4
294,2012-11-06,4B06,WRITE-IN,22,4
295,2012-11-06,4B07,JAMES D. GASTON III,379,4
296,2012-11-06,4B07,JUDI JONES,651,4
297,2012-11-06,4B07,WRITE-IN,18,4
298,2012-11-06,4B08,WRITE-IN,18,4
299,2012-11-06,4B08,YVONNE A. JEFFERSON,973,4
300,2012-11-06,4B09,WRITE-IN,124,4
301,2012-11-06,4C01,MICHAEL YATES,716,4
302,2012-11-06,4C01,WRITE-IN,17,4
303,2012-11-06,4C02,JANET M. MYERS,878,4
304,2012-11-06,4C02,WRITE-IN,25,4
305,2012-11-06,4C03,JEFF STANDISH,736,4
306,2012-11-06,4C03,WRITE-IN,23,4
307,2012-11-06,4C04,"RICKEY WILLIAMS, JR.",368,4
308,2012-11-06,4C04,WRITE-IN,14,4
309,2012-11-06,4C05,JOSEPH M. VAUGHAN,512,4
310,2012-11-06,4C05,WRITE-IN,12,4
311,2012-11-06,4C06,ADAV NOTI,198,4
312,2012-11-06,4C06,VANN-DI GALLOWAY,447,4
313,2012-11-06,4C06,WRITE-IN,15,4
314,2012-11-06,4C07,SHANEL O. ANTHONY,829,4
315,2012-11-06,4C07,WRITE-IN,23,4
316,2012-11-06,4C08,TIMOTHY A. JONES,795,4
317,2012-11-06,4C08,WRITE-IN,28,4
318,2012-11-06,4C09,JARAHN D. HILLSMAN,357,4
319,2012-11-06,4C09,WRITE-IN,21,4
320,2012-11-06,4C09,ZACHARY HARTMAN,454,4
321,2012-11-06,4C10,WRITE-IN,192,4
322,2012-11-06,4D01,ALAIN N. DUROSEAU,168,4
323,2012-11-06,4D01,LAMONT AKINS,402,4
324,2012-11-06,4D01,WRITE-IN,6,4
325,2012-11-06,4D02,RENEE L. BOWSER,895,4
326,2012-11-06,4D02,WRITE-IN,11,4
327,2012-11-06,4D03,LISA COLBERT,907,4
328,2012-11-06,4D03,WRITE-IN,10,4
329,2012-11-06,4D04,DONNA BROCKINGTON,717,4
330,2012-11-06,4D04,WRITE-IN,16,4
331,2012-11-06,4D05,WRITE-IN,102,4
332,2012-11-06,4D06,BILL QUIRK,698,4
333,2012-11-06,4D06,WRITE-IN,29,4
334,2012-11-06,5A01,FRANK WILDS,627,5
335,2012-11-06,5A01,PATRICIA ANN ROBERTS,595,5
336,2012-11-06,5A01,WRITE-IN,9,5
337,2012-11-06,5A02,MICHAEL WILLIAMS,948,5
338,2012-11-06,5A02,WRITE-IN,22,5
339,2012-11-06,5A03,ADRIAN JORDAN,1028,5
340,2012-11-06,5A03,WRITE-IN,29,5
341,2012-11-06,5A04,WRITE-IN,4,5
342,2012-11-06,5A05,ALLISON DEFOE,180,5
343,2012-11-06,5A05,RONNIE EDWARDS,218,5
344,2012-11-06,5A05,WRITE-IN,4,5
345,2012-11-06,5A06,"ALBRETTE ""GIGI"" RANSOM",453,5
346,2012-11-06,5A06,DERRICK O. HOLLOWAY,359,5
347,2012-11-06,5A06,WRITE-IN,11,5
348,2012-11-06,5A07,"SANDRA ""SANDI"" WASHINGTON",453,5
349,2012-11-06,5A07,WRITE-IN,13,5
350,2012-11-06,5A08,ANGEL SHERRI ALSTON,908,5
351,2012-11-06,5A08,WRITE-IN,24,5
352,2012-11-06,5B01,CHRISTOPHER D. GAMBILL,111,5
353,2012-11-06,5B01,GAYLE E. HALL-CARLEY,372,5
354,2012-11-06,5B01,SHIRLEY RIVENS SMITH,378,5
355,2012-11-06,5B01,TIMOTHY THOMAS,356,5
356,2012-11-06,5B01,WRITE-IN,13,5
357,2012-11-06,5B02,URSULA HIGGINS,910,5
358,2012-11-06,5B02,WRITE-IN,43,5
359,2012-11-06,5B03,TIFFANY BRIDGE,927,5
360,2012-11-06,5B03,WRITE-IN,56,5
361,2012-11-06,5B04,CAROLYN C. STEPTOE,515,5
362,2012-11-06,5B04,JOHN T. DAGGETT,198,5
363,2012-11-06,5B04,RAYSEEN WOODLAND,235,5
364,2012-11-06,5B04,WRITE-IN,9,5
365,2012-11-06,5B05,JENESE L. JONES,540,5
366,2012-11-06,5B05,"JOHN J. FEELEY, JR.",420,5
367,2012-11-06,5B05,WRITE-IN,21,5
368,2012-11-06,5C01,ANTONETTE E. RUSSELL,675,5
369,2012-11-06,5C01,GRETTA L. GOODWIN,331,5
370,2012-11-06,5C01,WRITE-IN,28,5
371,2012-11-06,5C02,KARLA BUTLER,568,5
372,2012-11-06,5C02,THOMAS E. REDMOND,265,5
373,2012-11-06,5C02,WRITE-IN,12,5
374,2012-11-06,5C03,BOB KING,713,5
375,2012-11-06,5C03,LEONA REDMOND,441,5
376,2012-11-06,5C03,WRITE-IN,6,5
377,2012-11-06,5C04,CAROLYN A. ROBINSON,368,5
378,2012-11-06,5C04,JACQUELINE MANNING,418,5
379,2012-11-06,5C04,WRITE-IN,23,5
380,2012-11-06,5C05,NICOLE GOINES,313,5
381,2012-11-06,5C05,REGINA JAMES,567,5
382,2012-11-06,5C05,WRITE-IN,15,5
383,2012-11-06,5C06,MARJORIE D. THOMAS-BARNES,434,5
384,2012-11-06,5C06,MERCILE BANKS,256,5
385,2012-11-06,5C06,WRITE-IN,15,5
386,2012-11-06,5C07,NOLAN TREADWAY,431,5
387,2012-11-06,5C07,PATRICIA BROWN-DANIELS,377,5
388,2012-11-06,5C07,SHELLY GARDNER,165,5
389,2012-11-06,5C07,WRITE-IN,15,5
390,2012-11-06,5D01,PETA-GAY S. LEWIS,328,5
391,2012-11-06,5D01,WRITE-IN,36,5
392,2012-11-06,5D02,VONETTA DUMAS,685,5
393,2012-11-06,5D02,WRITE-IN,51,5
394,2012-11-06,5D03,INDIA A. HENDERSON,657,5
395,2012-11-06,5D03,WRITE-IN,34,5
396,2012-11-06,5D04,BERNICE S BLACKNELL,456,5
397,2012-11-06,5D04,WRITE-IN,21,5
398,2012-11-06,5D05,DARLENE GLYMPH,233,5
399,2012-11-06,5D05,KATHY HENDERSON,393,5
400,2012-11-06,5D05,RODNEY MARCELLA BURTON,91,5
401,2012-11-06,5D05,WRITE-IN,4,5
402,2012-11-06,5D06,TINA LASKARIS,778,5
403,2012-11-06,5D06,WRITE-IN,39,5
404,2012-11-06,5D07,DAVID HOOPER,530,5
405,2012-11-06,5D07,JAIME S. FEARER,298,5
406,2012-11-06,5D07,WRITE-IN,12,5
407,2012-11-06,5E01,DEBBIE SMITH-STEINER,378,5
408,2012-11-06,5E01,WILLIAM B. BOSTON,219,5
409,2012-11-06,5E01,WRITE-IN,28,5
410,2012-11-06,5E02,CHRISTY 'LOVE' DAVIS,360,5
411,2012-11-06,5E02,DONA FARRIS JENKINS,95,5
412,2012-11-06,5E02,LINDA D. LEE,125,5
413,2012-11-06,5E02,WRITE-IN,8,5
414,2012-11-06,5E03,TIM CLARK,813,5
415,2012-11-06,5E03,WRITE-IN,32,5
416,2012-11-06,5E04,MARY LOIS FARMER-ALLEN,295,5
417,2012-11-06,5E04,SYLVIA M. PINKNEY,678,5
418,2012-11-06,5E04,WRITE-IN,17,5
419,2012-11-06,5E05,BRADLEY ASHTON THOMAS,405,5
420,2012-11-06,5E05,JOYCE ROBINSON-PAUL,459,5
421,2012-11-06,5E05,WRITE-IN,25,5
422,2012-11-06,5E06,CHAD HRDINA,102,5
423,2012-11-06,5E06,"TERI JANINE ""TJ"" QUINN",431,5
424,2012-11-06,5E06,W.  HUGH YOUNGBLOOD,367,5
425,2012-11-06,5E06,WRITE-IN,8,5
426,2012-11-06,5E07,BETSY MCDANIEL,263,5
427,2012-11-06,5E07,ERIC JENKINS,252,5
428,2012-11-06,5E07,WANDA B. FOSTER,380,5
429,2012-11-06,5E07,WRITE-IN,24,5
430,2012-11-06,5E08,MARK MUELLER,784,5
431,2012-11-06,5E08,WRITE-IN,35,5
432,2012-11-06,5E09,C. DIANNE BARNES,365,5
433,2012-11-06,5E09,KIRBY VINING,244,5
434,2012-11-06,5E09,RONALD BROOKS (BOONE),306,5
435,2012-11-06,5E09,WRITE-IN,16,5
436,2012-11-06,5E10,ANGELA C. BLANKS,481,5
437,2012-11-06,5E10,SALLY HOBAUGH,453,5
438,2012-11-06,5E10,WRITE-IN,12,5
439,2012-11-06,6A01,J. OMAR MAHMUD,842,6
440,2012-11-06,6A01,WRITE-IN,65,6
441,2012-11-06,6A02,DREW RONNEBERG,461,6
442,2012-11-06,6A02,GLORIA NAUDEN,469,6
443,2012-11-06,6A02,WRITE-IN,13,6
444,2012-11-06,6A03,DAVID HOLMES,952,6
445,2012-11-06,6A03,WRITE-IN,26,6
446,2012-11-06,6A04,NICK ALBERTI,905,6
447,2012-11-06,6A04,WRITE-IN,91,6
448,2012-11-06,6A05,JAY WILLIAMS,915,6
449,2012-11-06,6A05,WRITE-IN,55,6
450,2012-11-06,6A06,ANDREW J HYSELL,552,6
451,2012-11-06,6A06,H. J. AMONS SR,305,6
452,2012-11-06,6A06,WRITE-IN,51,6
453,2012-11-06,6A07,"NECOTHIA ""NIKKI"" BOWENS",379,6
454,2012-11-06,6A07,SONDRA PHILLIPS-GILBERT,463,6
455,2012-11-06,6A07,WRITE-IN,6,6
456,2012-11-06,6A08,BENJAMIN ROSSET,350,6
457,2012-11-06,6A08,CALVIN WARD,483,6
458,2012-11-06,6A08,WRITE-IN,119,6
459,2012-11-06,6B01,DAVE GARRISON,656,6
460,2012-11-06,6B01,WRITE-IN,41,6
461,2012-11-06,6B02,GERALD (JERRY) SROUFE,377,6
462,2012-11-06,6B02,IVAN FRISHBERG,624,6
463,2012-11-06,6B02,WRITE-IN,10,6
464,2012-11-06,6B03,PHILIP PEISCH,675,6
465,2012-11-06,6B03,RANDY STEER,360,6
466,2012-11-06,6B03,WRITE-IN,17,6
467,2012-11-06,6B04,KIRSTEN OLDENBURG,730,6
468,2012-11-06,6B04,WRITE-IN,93,6
469,2012-11-06,6B05,BRIAN PATE,643,6
470,2012-11-06,6B05,STEVE HOLTZMAN,481,6
471,2012-11-06,6B05,WRITE-IN,8,6
472,2012-11-06,6B06,CHRIS HARLOW,96,6
473,2012-11-06,6B06,JARED CRITCHFIELD,399,6
474,2012-11-06,6B06,NICHOLE OPKINS,638,6
475,2012-11-06,6B06,WRITE-IN,15,6
476,2012-11-06,6B07,SARA LOVELAND,727,6
477,2012-11-06,6B07,WRITE-IN,32,6
478,2012-11-06,6B08,CHANDER JAYARAMAN,822,6
479,2012-11-06,6B08,WRITE-IN,56,6
480,2012-11-06,6B09,BRIAN FLAHAVEN,1072,6
481,2012-11-06,6B09,WRITE-IN,28,6
482,2012-11-06,6B10,FRANCIS M. CAMPBELL,931,6
483,2012-11-06,6B10,WRITE-IN,35,6
484,2012-11-06,6C01,DANIELE MEGAN SCHIFFMAN,677,6
485,2012-11-06,6C01,WRITE-IN,21,6
486,2012-11-06,6C02,KAREN J. WIRT,459,6
487,2012-11-06,6C02,WRITE-IN,35,6
488,2012-11-06,6C03,JOHN SCOTT PRICE,806,6
489,2012-11-06,6C03,WRITE-IN,33,6
490,2012-11-06,6C04,MARK ECKENWILER,707,6
491,2012-11-06,6C04,WRITE-IN,34,6
492,2012-11-06,6C05,MARK KAZMIERCZAK,755,6
493,2012-11-06,6C05,WRITE-IN,45,6
494,2012-11-06,6C06,SHREE CHAUHAN,639,6
495,2012-11-06,6C06,TONY T GOODMAN,763,6
496,2012-11-06,6C06,WRITE-IN,12,6
497,2012-11-06,6D01,DONNA L HOPKINS,937,6
498,2012-11-06,6D01,WRITE-IN,33,6
499,2012-11-06,6D02,DAMON C. PATTON,458,6
500,2012-11-06,6D02,ED KAMINSKI,573,6
501,2012-11-06,6D02,WRITE-IN,43,6
502,2012-11-06,6D03,RON MCBEE,729,6
503,2012-11-06,6D03,WRITE-IN,47,6
504,2012-11-06,6D04,ANDY LITSKY,846,6
